2016-06-04T09:53:45.530902
E0:43:DB	Shenzhen ViewAt Technology Co.,Ltd.
50:2D:1D	Nokia Corporation
BC:EA:2B	CityCom GmbH
94:44:44	LG Innotek
E4:C8:06	Ceiec Electric Technology Inc.
18:B5:91	I-Storm
A4:56:30	Cisco Systems, Inc
00:2A:AF	LARsys-Automation GmbH
60:F3:DA	Logic Way GmbH
A0:6D:09	Intelcan Technosystems Inc.
BC:14:01	Hitron Technologies. Inc
68:D9:25	ProSys Development Services
B4:1D:EF	Internet Laboratories, Inc.
28:41:21	OptiSense Network, LLC
50:57:A8	Cisco Systems, Inc
38:45:8C	MyCloud Technology corporation
0C:9D:56	Consort Controls Ltd
3C:CE:73	Cisco Systems, Inc
A4:7C:14	ChargeStorm AB
F4:60:0D	Panoptic Technology, Inc
AC:CF:23	Hi-flying electronics technology Co.,Ltd
C0:81:70	Effigis GeoSolutions
78:C4:AB	Shenzhen Runsil Technology Co.,Ltd
70:9A:0B	Italian Institute of Technology
24:09:17	Devlin Electronics Limited
DC:37:D2	Hunan HKT Electronic Technology Co., Ltd
04:8B:42	Skspruce Technology Limited
50:76:A6	Ecil Informatica Ind. Com. Ltda
B4:31:B8	Aviwest
24:11:25	Hutek Co., Ltd.
00:36:FE	SuperVision
CC:18:7B	Manzanita Systems, Inc.
38:B1:2D	Sonotronic Nagel GmbH
80:20:AF	Trade FIDES, a.s.
50:D2:74	Steffes Corporation
48:D5:4C	Jeda Networks
34:97:FB	ADVANCED RF TECHNOLOGIES INC
C4:64:13	Cisco Systems, Inc
14:3A:EA	Dynapower Company LLC
9C:A1:34	Nike, Inc.
B4:D8:A9	BetterBots
7C:C8:D7	Damalisk
00:91:FA	Synapse Product Development
A0:5A:A4	Grand Products Nevada, Inc.
24:C0:B3	RSF
E0:0B:28	Inovonics
50:0B:32	Foxda Technology Industrial(ShenZhen)Co.,LTD
30:2D:E8	JDA, LLC (JDA Systems)
70:CA:9B	Cisco Systems, Inc
2C:3F:38	Cisco Systems, Inc
80:3F:5D	Winstars Technology Ltd
78:07:38	Z.U.K. Elzab S.A.
64:0E:36	TAZTAG
70:EE:50	Netatmo
EC:63:E5	ePBoard Design LLC
60:B6:06	Phorus
F4:E6:D7	Solar Power Technologies, Inc.
78:DD:D6	c-scape
98:4A:47	CHG Hospital Beds
3C:6A:7D	Niigata Power Systems Co., Ltd.
FC:45:5F	JIANGXI SHANSHUI OPTOELECTRONIC TECHNOLOGY CO.,LTD
3C:70:59	MakerBot Industries
F8:FE:5C	Reciprocal Labs Corp
6C:9C:ED	Cisco Systems, Inc
94:E0:D0	HealthStream Taiwan Inc.
DC:F8:58	Lorent Networks, Inc.
58:93:96	Ruckus Wireless
A0:5E:6B	MELPER Co., Ltd.
30:B3:A2	Shenzhen Heguang Measurement & Control Technology Co.,Ltd
F0:00:7F	Janz - Contadores de Energia, SA
CC:94:4A	Pfeiffer Vacuum GmbH
0C:85:25	Cisco Systems, Inc
BC:E5:9F	WATERWORLD Technology Co.,LTD
1C:5C:55	PRIMA Cinema, Inc
08:25:22	ADVANSEE
4C:2F:9D	ICM Controls
E4:67:BA	Danish Interpretation Systems A/S
BC:FE:8C	Altronic, LLC
24:BB:C1	Absolute Analysis
7C:DD:11	Chongqing MAS SCI&TECH.Co.,Ltd
C4:3C:3C	CYBELEC SA
00:D6:32	GE Energy
C4:0A:CB	Cisco Systems, Inc
74:63:DF	VTS GmbH
38:28:EA	Fujian Netcom Technology Co., LTD
2C:EE:26	Petroleum Geo-Services
DC:3E:51	Solberg & Andersen AS
D8:B9:0E	Triple Domain Vision Co.,Ltd.
7C:4B:78	Red Sun Synthesis Pte Ltd
28:D1:AF	Nokia Corporation
68:BC:0C	Cisco Systems, Inc
2C:9E:FC	CANON INC.
98:C8:45	PacketAccess
98:82:17	Disruptive Ltd
80:FF:A8	UNIDIS
48:9B:E2	SCI Innovations Ltd
B0:E5:0E	NRG SYSTEMS INC
4C:5F:D2	Alcatel-Lucent
E8:78:A1	BEOVIEW INTERCOM DOO
30:57:AC	IRLAB LTD.
90:02:A9	ZHEJIANG DAHUA TECHNOLOGY CO.,LTD
28:AF:0A	Sirius XM Radio Inc
24:86:F4	Ctek, Inc.
3C:E5:B4	KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA
A8:5B:F3	Audivo GmbH
34:4F:69	EKINOPS SAS
C0:29:73	Audyssey Laboratories Inc.
30:16:8D	ProLon
B4:51:F9	NB Software
30:68:8C	Reach Technology Inc.
88:F4:88	cellon communications technology(shenzhen)Co.,Ltd.
00:41:B4	Wuxi Zhongxing Optoelectronics Technology Co.,Ltd.
D4:53:AF	VIGO System S.A.
1C:E1:92	Qisda Corporation
20:C8:B3	SHENZHEN BUL-TECH CO.,LTD.
58:B0:D4	ZuniData Systems Inc.
64:55:7F	NSFOCUS Information Technology Co., Ltd.
40:6A:AB	RIM
24:87:07	SEnergy Corporation
EC:3F:05	Institute 706, The Second Academy China Aerospace Science & Industry Corp
C4:C1:9F	National Oilwell Varco Instrumentation, Monitoring, and Optimization (NOV IMO)
68:CD:0F	U Tek Company Limited
D4:CE:B8	Enatel LTD
EC:F2:36	NEOMONTANA ELECTRONICS
E4:A5:EF	TRON LINK ELECTRONICS CO., LTD.
AC:4A:FE	Hisense Broadband Multimedia Technology Co.,Ltd.
2C:1E:EA	AERODEV
FC:6C:31	LXinstruments GmbH
3C:6F:45	Fiberpro Inc.
B4:FC:75	SEMA Electronics(HK) CO.,LTD
5C:16:C7	Big Switch Networks
B0:BF:99	WIZITDONGDO
14:7D:B3	JOA TELECOM.CO.,LTD
3C:D1:6E	Telepower Communication Co., Ltd
00:07:7D	Cisco Systems, Inc
10:45:BE	Norphonic AS
A0:E2:95	DAT System Co.,Ltd
40:F1:4C	ISE Europe SPRL
98:29:3F	Fujian Start Computer Equipment Co.,Ltd
70:D4:F2	RIM
90:67:F3	Alcatel Lucent
64:D9:12	Solidica, Inc.
8C:5C:A1	d-broad,INC
C8:F9:81	Seneca s.r.l.
70:31:87	ACX GmbH
14:30:7A	Avermetrics
8C:7E:B3	Lytro, Inc.
58:76:75	Beijing ECHO Technologies Co.,Ltd
78:EF:4C	Unetconvergence Co., Ltd.
E8:DA:96	Zhuhai Tianrui Electrical Power Tech. Co., Ltd.
6C:A7:80	Nokia Corporation
04:88:8C	Eifelwerk Butler Systeme GmbH
10:13:EE	Justec International Technology INC.
70:46:42	CHYNG HONG ELECTRONIC CO., LTD.
78:BE:B6	Enhanced Vision
EC:EA:03	DARFON LIGHTING CORP
C8:90:3E	Pakton Technologies
74:65:D1	Atlinks
30:1A:28	Mako Networks Ltd
D4:94:5A	COSMO CO., LTD
5C:F2:07	Speco Technologies
B0:1B:7C	Ontrol A.S.
D4:7B:75	HARTING Electronics GmbH
70:E8:43	Beijing C&W Optical Communication Technology Co.,Ltd.
08:AC:A5	Benu Video, Inc.
D8:9D:B9	eMegatech International Corp.
40:5A:9B	ANOVO
AC:CA:54	Telldus Technologies AB
CC:1E:FF	Metrological Group BV
94:16:73	Point Core SARL
6C:5D:63	ShenZhen Rapoo Technology Co., Ltd.
E4:D7:1D	Oraya Therapeutics
C8:FE:30	Bejing DAYO Mobile Communication Technology Ltd.
64:B6:4A	ViVOtech, Inc.
DC:A7:D9	Compressor Controls Corp
C4:55:A6	Cadac Holdings Ltd
BC:BB:C9	Kellendonk Elektronik GmbH
78:1D:FD	Jabil Inc
10:37:11	Simlink AS
60:11:99	Siama Systems Inc
30:0B:9C	Delta Mobile Systems, Inc.
90:EA:60	SPI Lasers Ltd
D4:6F:42	WAXESS USA Inc
B0:A7:2A	Ensemble Designs, Inc.
50:79:5B	Interexport Telecomunicaciones S.A.
E8:C2:29	H-Displays (MSC) Bhd
B0:BD:A1	ZAKLAD ELEKTRONICZNY SIMS
8C:44:35	Shanghai BroadMobi Communication Technology Co., Ltd.
24:B8:D2	Opzoon Technology Co.,Ltd.
24:CB:E7	MYK, Inc.
88:BF:D5	Simple Audio Ltd
94:8B:03	EAGET Innovation and Technology Co., Ltd.
80:2D:E1	Solarbridge Technologies
F0:81:AF	IRZ AUTOMATION TECHNOLOGIES LTD
14:EB:33	BSMediasoft Co., Ltd.
AC:86:74	Open Mesh, Inc.
14:A9:E3	MST CORPORATION
58:98:35	Technicolor
50:D6:D7	Takahata Precision
B4:A5:A9	MODI GmbH
D0:9B:05	Emtronix
98:EC:65	Cosesy ApS
90:09:17	Far-sighted mobile
88:F0:77	Cisco Systems, Inc
AC:47:23	Genelec
20:B7:C0	OMICRON electronics GmbH
D4:2C:3D	Sky Light Digital Limited
80:6C:BC	NET New Electronic Technology GmbH
1C:18:4A	ShenZhen RicherLink Technologies Co.,LTD
04:E6:62	Acroname Inc.
F0:BF:97	Sony Corporation
C4:4A:D0	FIREFLIES SYSTEMS
88:E0:A0	Shenzhen VisionSTOR Technologies Co., Ltd
68:79:ED	SHARP Corporation
9C:C0:D2	Conductix-Wampfler GmbH
40:8B:F6	Shenzhen TCL New Technology Co; Ltd.
44:7E:95	Alpha and Omega, Inc
E8:B7:48	Cisco Systems, Inc
DC:16:A2	Medtronic Diabetes
78:CA:04	Nokia Corporation
2C:8B:F2	Hitachi Metals America Ltd
58:F9:8E	SECUDOS GmbH
28:26:A6	PBR electronics GmbH
CC:76:69	SEETECH
E4:37:D7	HENRI DEPAEPE S.A.S.
58:2F:42	Universal Electric Corporation
AC:20:AA	DMATEK Co., Ltd.
E0:A1:D7	SFR
28:85:2D	Touch Networks
F0:2A:61	Waldo Networks, Inc.
B8:41:5F	ASP AG
2C:B6:9D	RED Digital Cinema
98:8E:34	ZHEJIANG BOXSAM ELECTRONIC CO.,LTD
D4:4C:24	Vuppalamritha Magnetic Components LTD
4C:B4:EA	HRD (S) PTE., LTD.
34:BD:F9	Shanghai WDK Industrial Co.,Ltd.
74:CE:56	Packet Force Technology Limited Company
A8:9B:10	inMotion Ltd.
88:8C:19	Brady Corp Asia Pacific Ltd
74:7D:B6	Aliwei Communications, Inc
B4:14:89	Cisco Systems, Inc
AC:6F:4F	Enspert Inc
88:86:A0	Simton Technologies, Ltd.
F0:C8:8C	LeddarTech Inc.
68:EB:C5	Angstrem Telecom
44:8C:52	KTIS CO., Ltd
68:63:59	Advanced Digital Broadcast SA
40:18:D7	Smartronix, Inc.
18:92:2C	Virtual Instruments
F8:0F:84	Natural Security SAS
EC:9E:CD	Artesyn Embedded Technologies
30:39:55	Shenzhen Jinhengjia Electronic Co., Ltd.
FC:5B:24	Weibel Scientific A/S
34:B5:71	PLDS
A8:62:A2	JIWUMEDIA CO., LTD.
98:4E:97	Starlight Marketing (H. K.) Ltd.
7C:6A:DB	SafeTone Technology Co.,Ltd
EC:98:6C	Lufft Mess- und Regeltechnik GmbH
B0:51:8E	Holl technology CO.Ltd.
DC:DE:CA	Akyllor
A0:71:A9	Nokia Corporation
80:65:E9	BenQ Corporation
84:5D:D7	Shenzhen Netcom Electronics Co.,Ltd
44:7D:A5	VTION INFORMATION TECHNOLOGY (FUJIAN) CO.,LTD
0C:CD:D3	EASTRIVER TECHNOLOGY CO., LTD.
B8:E5:89	Payter BV
C8:9C:1D	Cisco Systems, Inc
50:3D:E5	Cisco Systems, Inc
80:14:40	Sunlit System Technology Corp
94:8D:50	Beamex Oy Ab
94:E2:26	D. ORtiz Consulting, LLC
E8:E7:32	Alcatel-Lucent
38:6E:21	Wasion Group Ltd.
D8:C9:9D	EA DISPLAY LIMITED
CC:FC:6D	RIZ TRANSMITTERS
AC:80:D6	Hexatronic AB
9C:F9:38	AREVA NP GmbH
50:0E:6D	TrafficCast International
1C:FE:A7	IDentytech Solutins Ltd.
D0:B5:3D	SEPRO ROBOTIQUE
A0:DE:05	JSC Irbis-T
88:95:B9	Unified Packet Systems Crop
78:59:3E	RAFI GmbH & Co.KG
68:43:52	Bhuu Limited
3C:C0:C6	d&b audiotechnik GmbH
F8:DA:F4	Taishan Online Technology Co., Ltd.
D8:E3:AE	CIRTEC MEDICAL SYSTEMS
A8:39:44	Actiontec Electronics, Inc
FC:1F:C0	EURECAM
48:91:F6	Shenzhen Reach software technology CO.,LTD
EC:14:F6	BioControl AS
B8:D0:6F	GUANGZHOU HKUST FOK YING TUNG RESEARCH INSTITUTE
B4:C4:4E	VXL eTech Pvt Ltd
F0:93:3A	NxtConect
60:52:D0	FACTS Engineering
8C:27:8A	Vocollect Inc
FC:AF:6A	Qulsar Inc
EC:E5:55	Hirschmann Automation
DC:D0:F7	Bentek Systems Ltd.
D0:57:4C	Cisco Systems, Inc
88:18:AE	Tamron Co., Ltd
20:D6:07	Nokia Corporation
58:DB:8D	Fast Co., Ltd.
18:EF:63	Cisco Systems, Inc
CC:CE:40	Janteq Corp
8C:4D:EA	Cerio Corporation
EC:FA:AA	The IMS Company
CC:55:AD	RIM
F0:F7:B3	Phorm
E8:75:7F	FIRS Technologies(Shenzhen) Co., Ltd
C8:3E:A7	KUNBUS GmbH
A8:D3:C8	Wachendorff Elektronik  GmbH & Co. KG
E0:CF:2D	Gemintek Corporation
68:BD:AB	Cisco Systems, Inc
9C:AD:EF	Obihai Technology, Inc.
D0:89:99	APCON, Inc.
44:54:C0	Thompson Aerospace
B4:A4:E3	Cisco Systems, Inc
90:90:3C	TRISON TECHNOLOGY CORPORATION
94:DD:3F	A+V Link Technologies, Corp.
C8:EE:08	TANGTOP TECHNOLOGY CO.,LTD
74:72:F2	Chipsip Technology Co., Ltd.
5C:D9:98	D-Link Corporation
D4:6C:DA	CSM GmbH
C4:F4:64	Spica international
74:91:1A	Ruckus Wireless
54:4A:05	wenglor sensoric gmbh
5C:CA:32	Theben AG
84:C7:A9	C3PO S.A.
F8:AC:6D	Deltenna Ltd
64:10:84	HEXIUM Technical Development Co., Ltd.
C4:16:FA	Prysm Inc
E0:C2:86	Aisai Communication Technology Co., Ltd.
D8:4B:2A	Cognitas Technologies, Inc.
68:4B:88	Galtronics Telemetry Inc.
84:29:14	EMPORIA TELECOM Produktions- und VertriebsgesmbH & Co KG
4C:8B:55	Grupo Digicon
04:A3:F3	Emicon
F8:66:F2	Cisco Systems, Inc
7C:55:E7	YSI, Inc.
C0:2B:FC	iNES. applied informatics GmbH
AC:34:CB	Shanhai GBCOM Communication Technology Co. Ltd
D4:A9:28	GreenWave Reality Inc
9C:FF:BE	OTSL Inc.
2C:D1:DA	Sanjole, Inc.
10:0E:2B	NEC CASIO Mobile Communications
44:5E:F3	Tonalite Holding B.V.
10:0C:24	pomdevices, LLC
58:F6:BF	Kyoto University
7C:ED:8D	Microsoft
54:FD:BF	Scheidt & Bachmann GmbH
B4:0E:DC	LG-Ericsson Co.,Ltd.
A4:D1:D1	ECOtality North America
C8:D5:FE	Shenzhen Zowee Technology Co., Ltd
C4:93:13	100fio networks technology llc
A4:A8:0F	Shenzhen Coship Electronics Co., Ltd.
B8:92:1D	BG T&A
48:FC:B8	Woodstream Corporation
54:89:22	Zelfy Inc
F8:C0:91	Highgates Technology
6C:5C:DE	SunReports, Inc.
24:1F:2C	Calsys, Inc.
28:48:46	GridCentric Inc.
58:B9:E1	Crystalfontz America, Inc.
64:67:07	Beijing Omnific Technology, Ltd.
D4:00:0D	Phoenix Broadband Technologies, LLC.
E8:7A:F3	S5 Tech S.r.l.
40:C7:C9	Naviit Inc.
A0:A7:63	Polytron Vertrieb GmbH
D4:96:DF	SUNGJIN C&T CO.,LTD
D0:7D:E5	Forward Pay Systems, Inc.
7C:EF:18	Creative Product Design Pty. Ltd.
FC:D4:F6	Messana Air.Ray Conditioning s.r.l.
0C:D6:96	Amimon Ltd
B4:37:41	Consert, Inc.
F8:FB:2F	Santur Corporation
2C:CD:43	Summit Technology Group
6C:8D:65	Wireless Glue Networks, Inc.
CC:FC:B1	Wireless Technology, Inc.
CC:5C:75	Weightech Com. Imp. Exp. Equip. Pesagem Ltda
A0:98:ED	Shandong Intelligent Optical Communication Development Co., Ltd.
34:C6:9A	Enecsys Ltd
50:2A:8B	Telekom Research and Development Sdn Bhd
F8:8D:EF	Tenebraex
EC:43:E6	AWCER Ltd.
F0:EC:39	Essec
58:49:BA	Chitai Electronic Corp.
18:17:14	DAEWOOIS
80:B2:89	Forworld Electronics Ltd.
14:A6:2C	S.M. Dezac S.A.
A8:F4:70	Fujian Newland Communication Science Technologies Co.,Ltd.
DC:1D:9F	U & B tech
08:16:51	SHENZHEN SEA STAR TECHNOLOGY CO.,LTD
DC:49:C9	CASCO SIGNAL LTD
B0:91:34	Taleo
A8:63:DF	DISPLAIRE CORPORATION
10:43:69	Soundmax Electronic Limited
C0:6C:0F	Dobbs Stanford
54:75:D0	Cisco Systems, Inc
BC:6A:16	tdvine
C8:EF:2E	Beijing Gefei Tech. Co., Ltd
98:DC:D9	UNITEC Co., Ltd.
30:52:5A	NST Co., LTD
60:89:B7	KAEL MÜHENDİSLİK ELEKTRONİK TİCARET SANAYİ LİMİTED ŞİRKETİ
2C:A7:80	True Technologies Inc.
54:5F:A9	Teracom Limited
EC:C8:82	Cisco Systems, Inc
A0:B9:ED	Skytap
50:2D:F4	Phytec Messtechnik GmbH
38:E8:DF	b gmbh medien + datenbanken
10:18:9E	Elmo Motion Control
88:FD:15	LINEEYE CO., LTD
10:44:5A	Shaanxi Hitech Electronic Co., LTD
60:B3:C4	Elber Srl
04:C8:80	Samtec Inc
88:4B:39	Siemens AG, Healthcare Sector
44:C2:33	Guangzhou Comet Technology Development Co.Ltd
B4:82:FE	ASKEY COMPUTER CORP
30:7C:30	RIM
BC:4E:3C	CORE STAFF CO., LTD.
80:BA:AC	TeleAdapt Ltd
FC:44:63	Universal Audio, Inc
F0:68:53	Integrated Corporation
10:E6:AE	Source Technologies, LLC
A4:AD:B8	Vitec Group, Camera Dynamics Ltd
90:A2:DA	GHEO SA
C4:1E:CE	HMI Sources Ltd.
BC:D5:B6	d2d technologies
1C:8F:8A	Phase Motion Control SpA
A4:B1:EE	H. ZANDER GmbH & Co. KG
48:6F:D2	StorSimple Inc
D4:F1:43	IPROAD.,Inc
CC:54:59	OnTime Networks AS
3C:B1:7F	Wattwatchers Pty Ld
00:DB:45	THAMWAY CO.,LTD.
A0:23:1B	TeleComp R&D Corp.
94:C4:E9	PowerLayer Microsystems HongKong Limited
88:43:E1	Cisco Systems, Inc
B4:ED:19	Pie Digital, Inc.
88:87:17	CANON INC.
E0:27:1A	TTC Next-generation Home Network System WG
84:C7:27	Gnodal Ltd
E4:AB:46	UAB Selteka
D4:79:C3	Cameronet GmbH & Co. KG
94:5B:7E	TRILOBIT LTDA.
E8:5B:5B	LG ELECTRONICS INC
20:D9:06	Iota, Inc.
40:40:22	ZIV
74:F7:26	Neuron Robotics
18:FC:9F	Changhe Electronics Co., Ltd.
A4:38:FC	Plastic Logic
60:1D:0F	Midnite Solar
50:A6:E3	David Clark Company
54:9A:16	Uzushio Electric Co.,Ltd.
40:01:C6	3COM EUROPE LTD
60:8D:17	Sentrus Government Systems Division, Inc
80:91:2A	Lih Rong electronic Enterprise Co., Ltd.
80:38:FD	LeapFrog Enterprises, Inc.
70:72:CF	EdgeCore Networks
80:3B:9A	ghe-ces electronic ag
9C:CD:82	CHENG UEI PRECISION INDUSTRY CO.,LTD
C8:AA:CC	Private
00:3D:41	Hatteland Computer AS
08:76:18	ViE Technologies Sdn. Bhd.
A4:AD:00	Ragsdale Technology
2C:19:84	IDN Telecom, Inc.
38:63:F6	3NOD MULTIMEDIA(SHENZHEN)CO.,LTD
DC:E2:AC	Lumens Digital Optics Inc.
98:D8:8C	Nortel Networks
C8:87:3B	Net Optics
B0:E9:7E	Advanced Micro Peripherals
D4:4C:A7	Informtekhnika & Communication, LLC
20:2C:B7	Kong Yue Electronics & Information Industry (Xinhui) Ltd.
68:CC:9C	Mine Site Technologies
04:B4:66	BSP Co., Ltd.
E4:1F:13	IBM Corp
00:27:1B	Alec Sicherheitssysteme GmbH
00:27:18	Suzhou NEW SEAUNION Video Technology Co.,Ltd
00:27:0C	Cisco Systems, Inc
00:27:0B	Adura Technologies
00:27:05	Sectronic
00:27:06	YOISYS
00:26:F9	S.E.M. srl
00:26:F3	SMC Networks
68:85:40	IGI Mobile, Inc.
64:65:C0	Nuvon, Inc
F0:DE:71	Shanghai EDO Technologies Co.,Ltd.
28:FB:D3	Ragentek Technology Group
7C:1E:B3	2N TELEKOMUNIKACE a.s.
14:6E:0A	Private
10:45:F8	LNT-Automation GmbH
64:4F:74	LENUS Co., Ltd.
78:7F:62	GiK mbH
D4:AA:FF	MICRO WORLD
C4:FC:E4	DishTV NZ Ltd
0C:D7:C2	Axium Technologies, Inc.
40:F5:2E	Leica Microsystems (Schweiz) AG
C0:22:50	Private
64:BC:11	CombiQ AB
40:97:D1	BK Electronics cc
68:AA:D2	DATECS LTD.,
00:26:EC	Legrand Home Systems, Inc
00:26:E6	Visionhitech Co., Ltd.
00:26:E0	ASITEQ
00:26:DA	Universal Media Corporation /Slovakia/ s.r.o.
00:26:D3	Zeno Information System
00:26:D4	IRCA SpA
00:26:CD	PurpleComm, Inc.
10:88:0F	Daruma Telecomunicações e Informática S.A.
4C:4B:68	Mobile Device, Inc.
94:BA:31	Visiontec da Amazônia Ltda.
F4:5F:F7	DQ Technology Inc.
60:F1:3D	JABLOCOM s.r.o.
0C:EF:7C	AnaCom Inc
E0:8F:EC	REPOTEC CO., LTD.
D0:D2:86	Beckman Coulter K.K.
1C:0F:CF	Sypro Optics GmbH
00:25:AB	AIO LCD PC BU / TPV
00:25:A4	EuroDesign embedded technologies GmbH
00:25:9D	Private
00:25:98	Zhong Shan City Litai Electronic Industrial Co. Ltd
00:25:91	NEXTEK, Inc.
00:25:8C	ESUS ELEKTRONIK SAN. VE DIS. TIC. LTD. STI.
00:25:87	Vitality, Inc.
00:25:81	x-star networks Inc.
00:25:82	Maksat Technologies (P) Ltd
00:25:78	JSC Concern Sozvezdie
00:25:7D	PointRed Telecom Private Ltd.
00:25:77	D-BOX Technologies
00:25:71	Zhejiang Tianle Digital Electric Co.,Ltd
00:25:6A	inIT - Institut Industrial IT
00:25:65	Vizimax Inc.
00:25:5E	Shanghai Dare Technologies Co.,Ltd.
00:25:58	MPEDIA
00:26:35	Bluetechnix GmbH
00:26:2F	HAMAMATSU TOA ELECTRONICS
00:26:23	JRD Communication Inc
00:26:28	companytec automação e controle ltda.
00:26:1C	NEOVIA INC.
00:26:15	Teracom Limited
00:26:16	Rosemount Inc.
00:26:10	Apacewave Technologies
00:26:09	Phyllis Co., Ltd.
00:26:8C	StarLeaf Ltd.
00:26:92	Mitsubishi Electric Co.
00:26:86	Quantenna Communcations, Inc.
00:26:80	SIL3 Pty.Ltd
00:26:7F	Zenterio AB
00:26:7A	wuhan hongxin telecommunication technologies co.,ltd
00:26:79	Euphonic Technologies, Inc.
00:26:73	RICOH COMPANY,LTD.
00:26:6D	MobileAccess Networks
00:25:D6	The Kroger Co.
00:25:CA	LS Research, LLC
00:25:BE	Tektrap Systems Inc.
00:25:BD	Italdata Ingegneria dell'Idea S.p.A.
00:25:B7	Costar  electronics, inc.,
00:25:B0	Schmartz Inc
00:25:46	Cisco Systems, Inc
00:25:45	Cisco Systems, Inc
00:25:35	Minimax GmbH & Co KG
00:25:32	Digital Recorders
00:25:2B	Stirling Energy Systems
00:25:FD	OBR Centrum Techniki Morskiej S.A.
00:26:03	Shenzhen Wistar Technology Co., Ltd
00:25:F3	Nordwestdeutsche Zählerrevision
00:25:EC	Humanware
00:25:E2	Everspring Industry Co., Ltd.
00:25:DD	SUNNYTEK INFORMATION CO., LTD.
00:26:67	CARECOM CO.,LTD.
00:26:60	Logiways
00:26:56	Sansonic Electronics USA
00:26:53	DaySequerra Corporation
00:26:4C	Shanghai DigiVision Technology Co., Ltd.
00:26:47	WFE TECHNOLOGY CORP.
00:26:3B	Onbnetech
00:26:C1	ARTRAY CO., LTD.
00:26:B5	ICOMM Tele Ltd
00:26:AF	Duelco A/S
00:26:AB	SEIKO EPSON CORPORATION
00:26:A5	MICROROBOT.CO.,LTD
00:26:9F	Private
00:26:99	Cisco Systems, Inc
00:24:89	Vodafone Omnitel N.V.
00:24:8E	Infoware ZRt.
00:24:82	Ruckus Wireless
00:24:76	TAP.tv
00:24:6F	Onda Communication spa
00:24:6A	Solid Year Co., Ltd.
00:23:FA	RG Nets, Inc.
00:23:FF	Beijing HTTC Technology Ltd.
00:23:F4	Masternaut
00:23:EA	Cisco Systems, Inc
00:23:E4	IPnect co. ltd.
00:23:DE	Ansync Inc.
00:23:D1	TRG
00:23:CB	Shenzhen Full-join Technology Co.,Ltd
00:23:D2	Inhand Electronics, Inc.
00:24:B4	ESCATRONIC GmbH
00:24:AF	EchoStar Technologies
00:24:AD	Adolf Thies Gmbh & Co. KG
00:24:9C	Bimeng Comunication System Co. Ltd
00:25:26	Genuine Technologies Co., Ltd.
00:25:25	CTERA Networks Ltd.
00:25:20	SMA Railway Technology GmbH
00:25:1B	Philips CareServant
00:25:16	Integrated Design Tools, Inc.
00:25:0F	On-Ramp Wireless, Inc.
00:25:03	IBM Corp
00:25:0A	Security Expert Co. Ltd
00:24:DD	Centrak, Inc.
00:24:D8	IlSung Precision
00:24:CC	Fascinations Toys and Gifts, Inc.
00:24:D1	Thomson Inc.
00:24:CA	Tobii Technology AB
00:24:C5	Meridian Audio Limited
00:24:B9	Wuhan Higheasy Electronic Technology Development Co.Ltd
00:24:25	Shenzhenshi chuangzhicheng Technology Co.,Ltd
00:24:19	Private
00:24:12	Benign Technologies Co, Ltd.
00:24:0C	DELEC GmbH
00:24:06	Pointmobile
00:23:F9	Double-Take Software, INC.
00:24:63	Phybridge Inc
00:24:59	ABB Automation products GmbH
00:24:5E	Hivision Co.,ltd
00:24:51	Cisco Systems, Inc
00:24:4C	Solartron Metrology Ltd
00:24:45	CommScope Canada Inc.
00:24:3F	Storwize, Inc.
00:24:40	Halo Monitoring, Inc.
00:24:3B	CSSI (S) Pte Ltd
00:24:FC	QuoPin Co., Ltd.
00:24:F7	Cisco Systems, Inc
00:24:F0	Seanodes
00:24:EB	ClearPath Networks, Inc.
00:24:E4	Withings
00:24:35	WIDE CORPORATION
00:24:2F	Micron
00:24:1F	DCT-Delta GmbH
00:23:C5	Radiation Safety and Control Services Inc
00:23:C4	Lux Lumen
00:23:B8	Sichuan Jiuzhou Electronic Technology Co.,Ltd
00:23:BF	Mainpine, Inc.
00:23:B2	Intelligent Mechatronic Systems Inc
00:23:AC	Cisco Systems, Inc
00:23:A0	Hana CNS Co., LTD.
00:23:A5	SageTV, LLC
00:22:B6	Superflow Technologies Group
00:22:A3	California Eastern Laboratories
00:22:9E	Social Aid Research Co., Ltd.
00:22:91	Cisco Systems, Inc
00:22:92	Cinetal
00:22:97	XMOS Semiconductor
00:22:8B	Kensington Computer Products Group
00:22:84	DESAY A&V SCIENCE AND TECHNOLOGY CO.,LTD
00:22:7F	Ruckus Wireless
00:22:77	NEC Australia Pty Ltd
00:22:6D	Shenzhen GIEC Electronics Co., Ltd.
00:22:63	Koos Technical Services, Inc.
00:22:67	Nortel Networks
00:22:59	Guangzhou New Postcom Equipment Co.,Ltd.
00:22:E4	APASS TECHNOLOGY CO., LTD.
00:22:DD	Protecta Electronics Ltd
00:22:D8	Shenzhen GST Security and Safety Technology Limited
00:22:D1	Albrecht Jung GmbH & Co. KG
00:22:C3	Zeeport Technology Inc.
00:22:C7	SEGGER Microcontroller GmbH & Co. KG
00:22:BD	Cisco Systems, Inc
00:23:44	Objective Interface Systems, Inc.
00:23:43	TEM AG
00:23:37	Global Star Solutions ULC
00:23:2B	IRD A/S
00:23:1C	Fourier Systems Ltd.
00:23:1B	Danaher Motion - Kollmorgen
00:23:9F	Institut für Prüftechnik
00:23:93	AJINEXTEK
